CASE-NBR,CASE-NBR-OBLR,MAILG-LVL-CLIENT,MAILG-CDE-CLIENT,NME-FLDS-BORR-CNT,ADRS-FLDS-BORR-CNT,NME-OBLR,NME-ADRS-OBLR-1,NME-ADRS-OBLR-2,NME-OBLR-KEY,NME-ADRS-OBLR-3,NME-ADRS-OBLR-4,ZIP-CDE,RACE-DESC-CDE,SEX-CDE,MRTL-STAT,TAX-EXEMPT-CDE,VET-CDE,DUE-DAY-PYMT,APPLT-TYP-CDE,NET-WORTH-AMT,LN-NBR-LST-ASGD,RCRD-LN-CNT,LN-CNT-EE,LN-CNT-OTC,LN-CNT-INSRD-FO,LN-CNT-DIR-FO,LN-CNT-INSRD-SW,LN-CNT-DIR-SW,LN-CNT-INSRD-RH,LN-CNT-DIR-RH,LN-CNT-INVSTR,LN-CNT-ASSOC,SUSP-CDE-ACCT,DTE-LST-RGSTR-ACCT,RGSTR-TYP-LST-TRNSCTN,SIS-TRF-CDE,EMPL-RELTNSHP-CDE,LRTF-SRVCG-CDE,MAILG-OFC-FSA,MAILG-CDE-FSA,ORGZTN-CDE,DTE-OAC-ESTBD,DTE-OAC-RSLVD,DTE-OAC-MRTM-EFCTV,PREVL-INDCTR,NBR-COMPLNTS
050230002244819,01003,U,21047,3,2,Glennie Mayo,750 John Maher Walk,Myron Taylor,G9A3HUKA8SSYN9EIRB10,Rahway,New Jersey,39761,3,4,1,4,1,01,1,1318961.59,71,03,1,1,0,0,1,0,0,2,2,1,0,2014-10-19,29,N,W,5,U,06045,X,2006-05-03,2010-10-13,2019-12-26,3,T
080350005851424,01093,C,01055,1,2,Trevor Flowers,128 South Van Ness Bridge,Barry Ward,QZHFLFAJFYTXP8ZBLWRQ,Ann Arbor,North Carolina,43913,6,8,1,1,3,03,8,2185576.62,70,03,1,0,0,1,0,0,0,1,1,0,1,2019-11-24,52,M,Y,4,S,05045,L,2010-03-08,2018-03-18,2020-11-17,3,X
201770007684363,21195,S,05119,1,1,Reyes Hendricks,774 Thomas Pine,Jamel Schultz,99ZNYFR7U2YX6SRVYU9K,Lisle,Indiana,96332,1,6,4,1,4,05,1,3540174.56,15,05,0,1,0,0,0,1,1,1,2,1,2,2017-01-17,25,O,C,7,C,21093,Z,2005-07-10,2019-01-08,2016-01-28,1,G
050550003402620,21167,V,21213,1,2,Minh Riley,1306 Fell Pike,Jamar Cash,81QG34O01G9Y91FNFHF3,Cuyahoga Falls,Delaware,68135,3,2,1,3,1,05,7,3829841.22,40,01,1,0,0,0,1,1,0,0,0,0,0,2011-05-16,69,K,U,3,T,20201,U,2002-07-11,2015-01-11,2017-10-12,1,W
191310001273036,19091,T,21027,3,1,Jose Andrews,33 Holly Park Cove,Daysi Workman,3Q2EP40QAP1NEGZCLPWF,Santa Fe Springs,New Jersey,76919,7,1,3,4,3,15,6,4796521.36,71,01,0,1,1,0,0,0,0,2,2,1,0,2021-01-30,47,R,H,4,S,20097,M,2004-05-20,2017-12-03,2020-08-22,4,T
051450004511860,08121,V,01019,1,1,Vernon Campbell,512 Edgar Road,Breana Sanchez,5H9V6BLARN3047TXMOGA,Dixon,California,27438,7,3,1,4,3,15,7,2375274.43,31,00,0,0,0,1,0,0,1,0,1,0,1,2011-03-04,41,X,D,2,C,19171,A,2011-08-06,2017-07-12,2017-02-10,3,E
040110003403805,05091,T,01035,2,2,Rosia Carey,240 Malta Plaza,Latesha Stafford,3F677FU4NTQJ46VJEZFD,Lawrence,New Jersey,61436,6,5,2,4,2,23,7,1177281.92,56,00,1,0,0,1,0,1,1,1,0,1,0,2020-07-17,85,F,Z,6,U,05089,X,2009-09-08,2010-03-30,2017-09-17,1,E
060000005974717,21091,T,06075,1,1,Colby Fulton,247 Erie Junction,Hipolito Davenport,DE1VTDQFTADIQ14QWOPX,Waterloo,South Carolina,13790,8,6,4,3,3,08,4,3581870.93,10,03,1,1,0,0,1,0,1,1,1,2,2,2018-05-23,65,E,Y,6,U,01107,E,2014-09-30,2014-07-23,2018-06-25,4,Y
210930002133854,06069,S,21065,3,1,Lashawnda Jenkins,831 Salmon Turnpike,Manda Anthony,ZZZ10XKCFZHJILWOMBB1,Morgan Hill,Arizona,17120,3,4,3,2,4,06,6,2478407.66,69,05,1,0,1,0,1,1,0,2,2,2,2,2014-03-22,29,Y,O,7,S,01063,T,2004-01-23,2008-11-02,2017-07-03,3,O
211750004809526,20063,S,06053,2,3,Alysa Gibson,1052 Vista View Crescent,Dave Lucas,APP163SCNCGX8ZU0XR86,Anaheim,Arizona,90336,4,1,4,4,1,10,3,1027829.4,57,03,1,1,0,1,1,0,1,2,1,1,0,2017-09-03,75,W,P,4,U,05041,L,2012-06-20,2011-09-17,2018-09-01,4,A
211730004817205,21093,D,21021,2,2,Shalon Bernard,109 Vinton Plaza,Latrisha Holland,75L09J5XYDGD97VVMZMW,Adelanto,Kansas,71265,6,2,3,4,4,22,2,962498.1,78,05,1,1,1,1,1,1,1,0,1,1,1,2019-03-07,26,A,L,7,T,04000,Y,2013-10-28,2010-06-17,2019-03-21,0,L
191970004184936,21001,T,21063,2,3,Jene Cortez,349 Casa Hills,Lionel Kelley,9M6N2Q57SN2PWA5K4XBZ,Titusville,Rhode Island,74193,1,1,3,1,4,03,1,2544712.99,40,04,0,1,0,0,0,1,1,2,2,0,2,2012-04-03,49,V,D,6,D,21027,D,2014-11-17,2019-02-03,2017-09-24,1,X
060150004244361,01029,C,19123,2,1,Luke Brock,357 Darrell Field,Sergio Crosby,B5Y7NX281QHQW6DX0OMC,Gilbert,Kansas,81388,2,2,3,3,1,08,2,818728.62,47,01,1,0,0,0,1,0,1,2,2,2,1,2019-03-08,08,D,U,5,T,19133,S,2005-08-30,2015-07-10,2016-02-20,0,N
011130008715860,06113,T,21197,2,3,Vito Matthews,276 Sixth Viaduct,Noma Hernandez,2ZO8994R2HTC4KDDPBZN,Fond du Lac,Oklahoma,95371,8,1,2,1,1,19,8,3131174.0,60,00,1,1,1,1,1,1,0,2,1,1,2,2021-09-10,19,Q,Y,4,D,21215,S,2006-08-06,2016-11-17,2019-10-17,4,I
080930003102317,05035,C,21143,3,2,Alexander Leonard,357 Santa Ysabel Boulevard,Arie Robertson,OHHDZ45Y4KLT6MAKWB7U,Linden,Texas,89343,5,4,1,1,4,16,5,2551137.21,87,00,0,1,1,0,0,1,1,1,0,2,1,2020-12-19,14,H,B,6,S,20201,X,2014-03-07,2007-06-21,2018-12-28,4,P
191050008736141,21127,S,20209,3,2,Retta Cardenas,141 Pretor Heights,Beau Sexton,JOTRHXCJVDZ00BQFHSO1,Tucson,Missouri,80911,4,7,1,4,2,10,4,4733677.85,32,00,1,0,0,0,1,0,0,2,2,1,2,2015-10-22,79,H,Z,3,V,21061,Q,2013-03-12,2012-09-07,2015-01-16,4,I
011230005357274,20115,V,08007,3,1,Genie Irwin,1189 Alta Drive,Marketta Stout,YAW9GPTD7QDFAGQSGWFM,Birmingham,Tennessee,68410,4,6,4,3,2,02,5,4773627.88,69,03,0,0,1,1,0,1,0,2,1,1,0,2013-10-31,66,Q,B,2,T,08111,H,2002-06-26,2006-03-25,2017-06-12,4,X
211150006738957,20201,C,20199,2,3,Johnny Rose,1198 Upland Square,Antone Jackson,ZP31G91AK4UGVOZ27KO8,Stephenville,Alaska,59110,4,4,1,5,1,22,3,3697517.54,12,05,0,0,1,0,1,1,1,0,1,2,2,2017-11-10,03,C,U,2,D,20207,G,2006-10-22,2013-06-23,2016-07-13,0,H
211430003095624,01129,V,20069,1,2,Winfred English,195 Waterville Motorway,Gianna Cooke,VPDHLXDQD0XQLL072CW7,Irving,Georgia,30250,4,4,1,4,3,16,2,1939737.66,87,02,1,1,1,1,0,1,1,1,1,2,0,2013-03-24,68,P,L,6,C,08105,K,2004-04-21,2009-08-27,2020-01-18,1,C
201330004286485,05139,D,08111,2,3,Naoma Phelps,482 D Canyon,Lesia Hayden,BPAY4JZJ5KDZAH77NODY,Perris,New Hampshire,80880,1,7,3,4,3,22,6,3006181.72,32,05,1,1,0,1,1,0,1,1,0,1,2,2012-10-22,84,Z,X,6,D,06013,S,2007-06-17,2013-10-03,2015-12-22,0,T
010470007724397,05001,T,01115,2,3,Brooks Bates,482 Lurline Trail,Jewell Herrera,17ET2R4416S295S1YF0V,Prattville,Maine,54265,4,8,2,5,2,04,8,1686952.36,53,00,1,1,1,0,1,0,1,1,0,0,1,2012-12-20,49,R,N,8,D,05013,B,2006-02-08,2012-05-18,2016-04-03,3,Y
210290004571448,21053,T,08073,3,1,Michal Guerra,314 Piedmont Place,Charmain Simmons,ZT0RJAA4P11X1Q6VIRS5,Harker Heights,South Dakota,74212,6,7,1,3,2,14,2,4152452.07,23,00,0,0,0,0,0,1,0,2,1,1,1,2020-09-09,78,P,K,5,D,08111,I,2002-05-28,2009-04-04,2020-05-13,1,C
080230006038504,08023,T,06067,2,1,Matthew Parsons,112 Gladeview Extension,Leoma Johnston,9HB2NC4JZ3Y16ZOUCYPZ,Tigard,Louisiana,08805,4,5,2,4,4,23,4,1416415.59,88,00,0,0,0,1,0,1,0,0,1,2,1,2011-06-26,59,I,B,6,D,19129,A,2001-06-08,2007-02-27,2020-03-12,3,I
081210003605197,01069,S,20065,1,2,Lonny Delacruz,863 Mcrae Bayou,Philip French,15O7NOJ1MO4QMZW80Y98,Erie,Ohio,77544,5,4,2,1,4,22,6,2503996.49,48,05,1,1,0,0,1,0,0,2,2,0,1,2014-10-22,77,S,M,8,D,21063,L,2012-03-10,2011-02-04,2019-01-16,3,X
200010001492962,21163,C,06089,1,2,Will Hogan,522 Clement Point,Agripina Mcdaniel,WPBHIN8BUENP40MUJCEP,Lino Lakes,Oklahoma,87325,1,4,1,2,4,10,8,1495052.07,58,05,1,1,0,0,1,0,1,2,2,0,2,2021-07-15,39,U,J,5,D,05035,L,2005-08-03,2005-06-12,2018-11-22,0,S
010000006677586,05019,T,19133,1,3,Leida Merritt,355 Venus Road,Marine Hawkins,T7S5LGKZBTT6Y0KBB8S5,Mission Viejo,Indiana,08360,5,7,4,3,3,07,7,732948.3,39,00,0,0,0,1,1,0,0,1,2,1,1,2012-03-21,19,K,Z,2,T,19125,R,2002-08-28,2016-05-15,2020-07-31,3,M
211850008496598,20113,C,06035,1,1,Arthur Adams,15 Ashbury Ferry,Christopher Stokes,AJ0TP2QZQ6DL20LCN8R6,East Orange,Oklahoma,05179,5,6,3,4,1,02,4,1076311.53,23,04,1,0,1,0,1,0,0,1,1,2,2,2012-08-13,49,I,M,2,C,01053,Q,2010-04-19,2017-06-16,2017-10-19,4,B
191130003554433,21117,U,08015,1,1,Logan Montgomery,864 Day Route,Brandon Jarvis,WQP0A8IU72908FCRF5OR,Clarksburg,Maine,22202,7,8,3,1,1,02,5,4794863.61,17,05,0,0,0,1,0,0,0,2,2,1,1,2020-09-27,36,Z,Y,8,V,21079,B,2003-03-09,2011-07-15,2018-06-16,0,L
210570002198306,08037,V,19155,1,1,Jarrod Coffey,1061 Arkansas Walk,Jody Bowman,M73V9TBSJSU71974GI1G,Statesboro,Arkansas,99377,8,8,1,5,4,19,5,1269432.84,47,00,0,0,0,1,0,0,1,2,1,2,0,2017-09-08,21,U,D,5,S,06091,A,2008-09-28,2016-11-18,2017-12-23,4,A
051470004994811,21227,D,21031,3,2,Antione Horn,451 Capen Place,Mauricio Weber,9GWX056U530AVXNYUA35,Mishawaka,Colorado,85916,7,3,1,5,4,17,5,1834767.03,37,04,1,1,1,0,0,0,1,0,2,2,0,2018-07-23,64,T,V,5,U,06013,F,2008-07-30,2013-07-11,2015-07-24,4,F
081030003789202,01083,S,20199,1,1,Cordie Delgado,985 Al Scoma Estate,Love Harris,IK83XCTGB1WDYRM3DAKW,New Bern,South Dakota,20699,2,7,2,5,1,22,2,495527.57,63,04,0,1,1,0,1,1,0,1,2,2,1,2015-05-16,66,E,I,2,V,21179,H,2012-10-18,2010-08-31,2016-11-09,0,Z
010070002716089,06073,U,06047,1,1,Sherril Howard,41 Carr Run,Clifford Cooley,KUVAPS4R547R3DX57Q3F,Jackson,Nevada,63839,2,6,4,5,1,05,3,3808949.04,38,05,0,1,1,1,1,0,0,1,2,1,0,2021-09-20,67,I,H,3,V,01059,M,2014-01-10,2015-11-25,2017-12-25,4,O
191950008330301,05007,T,19195,3,3,Rudolph Ware,520 Banks Canyon,Terrell Wheeler,LSVATA2MR2R53IQFGTZO,Simi Valley,Connecticut,35552,4,8,2,2,4,20,1,4954863.97,69,03,1,0,1,1,0,1,1,0,1,1,2,2011-07-09,71,O,Y,7,S,06025,T,2011-10-06,2016-01-23,2015-11-08,4,M
211290003629584,20191,D,21175,3,3,Retta Smith,1209 Kennedy Alley,Jenette Walls,1NJJXUX8T0GEH87VW6AR,Mentor,Illinois,49860,1,3,3,5,2,08,1,979304.85,67,02,1,1,1,0,1,0,0,0,2,2,0,2018-04-13,66,Z,L,3,D,21185,W,2003-10-25,2007-04-20,2018-01-16,1,Y
081150008185123,06081,V,21215,1,1,Noe Cabrera,440 Los Palmos Rapids,Isobel Hogan,A5DGG4L07QW5L8ACRDYX,Chattanooga,Alabama,37610,4,3,1,4,4,19,3,3358400.52,84,05,0,1,0,1,1,0,0,1,1,0,0,2021-02-13,39,C,E,3,T,05137,A,2009-12-19,2012-09-22,2020-12-14,2,A
051010005702909,19013,U,08125,2,1,Zandra Nguyen,790 Carolina Ferry,Marilu Mccormick,TVVVHD5XRNBAJ5DWNECU,Godfrey,Illinois,78601,5,2,3,5,2,17,6,4725365.34,57,02,0,1,1,1,1,0,0,2,1,1,1,2012-10-15,43,U,B,2,T,20123,G,2002-05-12,2009-11-14,2017-03-14,1,E
210110006373371,20197,D,08003,1,1,Man Cantu,988 Galindo Road,Zack Abbott,UDH79DQ2K34RZ5L7SVYJ,Hazleton,Vermont,38329,5,2,3,5,2,06,5,2394242.42,27,01,1,0,0,0,1,1,0,2,1,2,1,2019-07-08,03,V,A,5,U,06021,V,2007-12-31,2011-08-15,2015-02-27,4,A
211910003794859,05099,T,20175,3,2,Moshe Kirk,427 Colon Field,Carlena Sykes,O6FN3BCARQFQE4K8O5RE,York,Missouri,49681,5,6,1,5,2,15,5,1293701.87,20,04,0,0,1,1,0,1,0,2,1,1,1,2019-12-02,34,L,B,6,T,20165,C,2013-04-20,2010-11-06,2015-11-06,1,C
210430002630321,04003,T,19065,3,3,Darcel Palmer,450 Clement Cove,Marni Mcclain,AZUWNZ0EM9FFP79Q7ZPL,Coachella,West Virginia,32494,7,5,4,5,1,14,6,1415453.19,40,02,1,0,0,0,1,1,0,0,1,0,2,2021-03-28,42,Z,I,4,D,21007,B,2000-01-29,2016-06-20,2016-01-06,1,E
060770005595149,20133,U,06051,3,2,Carson Murphy,930 Garcia Alley,Kimi Pollard,4QOTK2WQ899JAZ4KE716,Olive Branch,Wisconsin,83761,8,8,1,3,3,01,6,2584483.16,49,01,1,1,0,0,0,1,1,0,0,1,2,2015-10-15,87,I,J,6,U,21029,B,2002-12-25,2012-04-13,2017-04-05,2,F
210370003176968,01049,U,06087,1,2,Demetrius Lindsay,1230 Langton Crossing,Vicente Huff,7HI4A0TKJQIM0H7QA2GS,Menomonee Falls,Tennessee,19872,7,7,2,1,4,19,6,3241034.49,78,02,1,1,0,1,0,0,0,0,1,2,1,2012-05-13,41,G,Y,8,D,05101,G,2002-11-18,2014-11-15,2016-10-21,2,F
201830008023940,05073,S,05115,3,2,Brande Bowen,1194 Lurmont Pike,Jacquelynn Watson,FEE1YBLKTB7JECTQ73UX,Bountiful,Massachusetts,79865,4,7,2,3,4,23,3,3835573.31,59,00,0,0,0,1,1,1,1,1,2,1,1,2011-05-21,44,Z,Y,4,D,20191,O,2010-11-02,2008-12-10,2018-07-08,3,Y
060000003051690,19083,T,01047,3,2,Lekisha Moss,917 Miguel Turnpike,Willie Stephens,CEGUPI5U1U9TMCCSIH0J,Yonkers,Massachusetts,48807,1,6,1,1,1,22,4,119937.9,48,03,1,1,0,0,1,0,0,1,0,1,1,2012-02-08,30,F,R,2,V,19179,M,2005-01-30,2014-11-13,2015-04-14,2,L
010510003539075,21117,V,19025,1,3,Wilton Wood,1170 Berkeley Pike,Dodie Kirby,39E95KSBNDV0EJFWDQID,Sahuarita,Idaho,95723,2,1,4,5,3,08,4,4337226.9,71,02,0,0,0,1,0,0,1,0,2,2,2,2014-11-19,45,Y,R,8,U,20089,I,2001-01-27,2008-08-19,2015-04-28,3,U
060730001693011,01015,V,08025,3,2,Martin Cash,999 Barcelona Trail,Brendan Shaw,2O0FSQ4YMCUDUJVAEPNT,West Lafayette,Georgia,32938,8,2,3,5,2,17,8,676177.21,18,02,0,0,0,1,1,1,0,1,1,1,1,2021-03-19,47,J,B,5,T,21025,X,2011-12-27,2011-02-17,2015-09-22,1,J
080390007262931,04021,T,08015,1,1,Alvaro Powell,1302 Toll Plaza Tunnel Landing,Gary Lott,APQPWBS6KX3JS6R0H7SI,Tempe,Maine,04693,3,6,2,4,4,08,6,4152845.37,40,05,0,0,1,0,0,0,0,0,1,1,2,2019-03-06,79,J,G,7,V,05105,R,2014-08-13,2018-03-29,2016-05-18,2,N
201010005175383,20069,D,20159,3,3,Deon James,1399 Capistrano Viaduct,Dannie Christensen,4OO0Q3VEI9YFM7ZRTWL1,American Fork,Nebraska,06320,7,4,3,5,3,18,8,1262468.55,10,03,1,1,0,1,1,0,0,0,2,1,2,2012-09-28,53,C,B,6,V,06059,Z,2009-06-08,2016-07-05,2016-11-27,0,Y
060350001625155,19011,T,08063,3,2,Harvey Holland,87 Monument Gardens,Garfield Mcfadden,E9ONEI7WVVRL5G67N80T,Leawood,Nevada,95662,7,6,4,5,4,26,8,1921226.99,79,01,0,0,1,1,0,1,1,0,2,1,0,2020-09-15,63,N,T,2,V,05033,Z,2003-11-28,2009-09-17,2016-04-13,0,X
201130005513061,06009,S,08115,3,2,Fredricka Payne,1245 Italy Heights,Claude Chapman,1AX0VA6PNFW779NQO2KN,Lenoir,Utah,91641,4,5,1,1,3,11,7,2283778.87,57,02,0,1,0,1,1,1,0,0,2,1,1,2014-06-05,19,Q,R,5,U,20201,E,2012-03-15,2008-05-11,2020-05-17,2,L
040150005852838,05139,S,21121,3,2,Percy Perry,1291 Fitzgerald Motorway,Earlean Maxwell,4CAONCSUM44CR0DRBHKK,Pompano Beach,New York,50856,3,1,4,5,1,17,8,778772.53,67,04,0,1,0,1,0,1,1,0,0,1,2,2019-02-28,54,I,Z,2,S,20021,Y,2012-05-15,2016-02-26,2020-09-04,0,A
060410007899848,06107,C,21013,2,3,Huong Walton,392 Emerald Run,Phebe Miranda,9AWJ6CTABQNZPMXNUZL3,St. Louis,Arizona,15731,6,3,3,1,3,10,5,1468866.9,27,04,0,1,1,1,0,1,0,1,2,1,1,2017-03-16,01,D,H,2,V,20001,R,2007-04-10,2015-04-16,2015-01-11,3,Y
060430002031332,19095,V,19145,1,3,Rudy Morales,656 Pasadena Run,Devona Flowers,1TT7HD18J2R1UZDZNJH7,Raytown,Maine,80677,7,6,2,3,1,04,2,2900429.7,60,03,0,0,0,1,1,0,1,1,2,1,0,2014-01-04,32,Z,Z,5,D,06065,L,2001-12-08,2009-07-31,2019-04-20,0,N
212110004393238,01103,V,01125,1,2,Lynwood Rosales,310 Seward Garden,Rodolfo Bray,I5O0VSSL0WC7SZT2ZA0D,La Mesa,Hawaii,58270,7,3,3,3,1,04,3,821398.96,28,01,1,0,1,0,0,0,1,1,1,0,1,2012-10-06,85,F,I,4,C,05017,F,2001-09-08,2008-10-23,2017-01-20,4,L
200890008388261,20011,T,20063,2,1,Temeka Hayden,108 Dr Carlton B Goodlett Point,Kory Whitehead,NEHZKMFSSO8IZL5II2GX,Euless,Iowa,41228,5,2,1,3,1,12,2,394804.8,81,02,1,0,0,1,1,0,0,2,0,1,2,2011-11-14,18,G,I,7,S,05025,J,2014-03-04,2012-10-18,2017-09-07,0,E
080910005531223,01027,U,21181,1,3,Vincent Greene,1012 Quint Bend,Mckinley Bruce,8OTYYT63BBP4XHM3O2OD,West Lafayette,South Dakota,08710,6,7,2,5,1,23,7,4977780.11,29,02,1,0,1,0,1,0,0,0,0,1,2,2020-03-16,04,G,P,7,T,21193,M,2010-08-23,2013-04-20,2018-12-02,0,U
080670006202322,04001,C,08079,2,3,Shenika Burks,144 Sears Lane,Magdalen Arnold,TS0ZHIV1H0RGF94KST70,Sikeston,Kansas,72521,2,4,4,2,3,22,7,3846396.01,42,03,0,0,1,0,0,0,1,0,0,0,0,2014-11-23,65,B,U,8,D,01069,N,2006-07-07,2011-05-16,2019-04-13,4,K
080670002365734,05061,S,19001,3,1,Chance Mercado,863 Illinois Expressway,Theron Downs,K6E9AF9RUOME30EKTO0K,Romulus,Maryland,70229,2,4,1,2,2,08,5,3050432.2,11,01,0,0,0,0,0,1,1,2,0,0,1,2015-01-19,17,S,B,2,V,08089,M,2011-02-26,2013-01-13,2017-03-24,3,P
211150007944139,20125,D,21035,3,3,Soo Finley,235 Marview Alley,Weldon Hendricks,VMH1HHCWI1NU8BXDAQMD,Pasco,Wisconsin,32181,5,6,2,1,3,06,8,4592649.39,79,04,0,1,0,1,0,1,0,0,2,1,2,2013-08-09,66,J,J,2,V,19075,G,2001-01-16,2014-05-30,2020-03-06,1,G
050990006297127,06107,C,05097,2,1,Kazuko Hughes,42 Estero Crossing,Heike Warner,P492ZQLJMM6W0AKAIG75,Bartlesville,Arkansas,54671,4,8,2,1,3,16,5,1573853.0,36,02,0,1,0,1,1,1,0,0,1,2,0,2015-08-02,87,N,W,4,C,20129,D,2010-10-05,2009-11-03,2020-08-09,1,E
190190001053863,04013,V,20073,2,2,Claretta Guy,1291 Osage Spur,Stuart Rojas,BE31ARURX9BHXECVAVV0,Allen,Oklahoma,57279,1,2,3,5,1,21,1,4185175.98,34,02,1,1,0,0,0,1,1,1,2,1,1,2015-05-22,80,I,S,5,D,21133,J,2003-06-09,2018-05-05,2020-04-26,4,G
080450003246841,05083,U,21017,1,2,Refugia Blackwell,429 Augusta Bayou,Felix Meyer,CLAYLZG28VKCC7W4U91K,Belvidere,Maryland,32971,4,6,4,1,4,20,7,2480715.31,68,03,0,1,0,0,1,1,1,2,2,0,0,2021-02-08,08,Q,N,6,C,05061,A,2001-12-09,2010-05-08,2017-06-01,3,Q
212050002475460,19013,C,19153,3,1,Tenesha Houston,1069 Euclid Park,Chung Kelley,8E3YAWNDZWH0N5IA6Y0W,Huber Heights,Ohio,17190,2,6,4,3,2,14,7,4348859.14,51,04,0,0,1,1,0,0,0,1,2,0,2,2014-11-30,82,U,S,6,T,20015,T,2014-01-10,2009-04-18,2019-11-27,1,P
010130002913454,05017,C,20039,2,2,Royal Vaughan,92 Oscar Drive,Brenton Rivers,WG0NFD1NDQEHJ8L01XL5,Atwater,Oregon,96414,5,6,1,4,1,19,5,3890042.23,82,03,0,0,0,1,1,1,0,0,1,1,2,2013-12-24,28,D,U,5,U,08063,Y,2008-08-04,2014-03-31,2018-11-16,0,F
210450002916087,01131,S,21031,3,1,Nga Turner,569 Rhode Island Terrace,Marquis Swanson,T07XBWGRZWMKUBSBMJ9I,Hammond,Idaho,18432,5,5,1,1,4,13,6,2916358.12,62,02,0,1,1,1,1,1,1,2,0,1,2,2018-01-04,62,T,N,6,C,08081,Z,2013-06-13,2009-02-11,2018-02-26,0,M
211830005163974,20109,T,08035,1,1,Matthew Lane,745 Gateview 2 Field,Hassan Durham,M5FY5IKSMXO1VG54YO30,Wisconsin Rapids,Pennsylvania,44303,2,3,2,2,3,25,7,4598969.74,26,04,1,1,1,0,0,0,0,0,0,0,2,2014-04-09,66,E,P,2,V,21201,Q,2006-02-08,2011-01-05,2019-12-17,2,H
060470008073254,08075,V,19041,3,3,Dennis Kane,424 Salmon Point,Lashawnda Olsen,VGSVGVRGOI0YEJQNI3Y7,Post Falls,New Mexico,49452,4,4,4,5,3,14,2,1126070.67,69,00,0,0,0,1,1,0,1,0,0,0,0,2016-08-27,10,I,U,4,D,01003,Z,2013-06-10,2010-03-22,2018-09-23,2,C
211670005029888,08031,T,21103,3,3,Coleman Velazquez,725 United Nations Annex,Elina Molina,0YBAHF7PWB047YXVGDFO,Douglasville,Nebraska,03140,6,1,3,2,4,15,8,3797335.55,72,05,0,1,0,1,0,0,1,1,1,0,2,2014-09-17,73,E,V,6,U,01031,I,2000-07-12,2010-05-05,2017-11-20,4,I
081150007939685,08017,V,20003,2,1,Vi Tillman,941 Melra Pass,Young Brady,5FU8XYT6091MDLCOU9PQ,Brooklyn Park,Connecticut,57583,1,7,4,3,3,20,8,1031226.42,53,00,0,0,0,0,0,0,0,0,0,1,2,2013-10-23,55,T,W,6,U,21195,X,2005-02-03,2009-08-06,2016-04-20,3,F
191750008192378,20189,T,20169,3,2,Denisse Knowles,1213 Reno Point,Sherlyn Guthrie,KH8KVIUIA6R0ZW468BP9,Saco,Michigan,50913,5,3,4,4,3,04,4,252349.68,34,05,0,0,1,1,1,1,0,2,2,2,0,2016-06-28,63,J,B,3,C,05119,W,2003-04-30,2014-09-01,2017-08-21,1,J
050350008003579,21097,U,19075,1,1,Aurore Hopper,1164 Rivas Field,Burl Acevedo,ENVPSTWKCGXUS9AFH0SB,Brooklyn Park,Virginia,42381,8,8,4,2,3,18,7,3375044.99,17,03,0,0,0,1,0,0,0,0,2,0,2,2013-06-16,41,Y,Q,3,T,06011,P,2014-01-25,2015-05-20,2019-04-08,0,Q
051350003885602,19185,D,20149,2,3,Shelton Powell,1232 Sonora Bridge,Jacquetta Summers,M64ZV32G669O7Q8BXWJJ,San Luis Obispo,Louisiana,81234,3,2,2,4,1,17,5,4915318.72,75,05,1,0,1,1,1,1,0,1,0,1,0,2017-05-22,42,P,E,6,D,19171,M,2013-02-27,2015-11-23,2018-08-20,3,R
051350008655599,19107,V,21031,2,3,Elfrieda Morgan,661 Morris Run,Chase Hurst,03R1JYW5AF0KTFN0W9S0,Atlanta,Mississippi,90349,1,5,1,1,3,27,3,4346843.74,21,05,0,1,1,1,1,1,0,0,1,1,1,2020-08-31,86,Z,S,2,V,19175,C,2003-10-03,2008-03-25,2020-04-17,2,Y
051010007523170,19093,S,20173,1,1,Yvone Burke,179 Seneca Garden,Janeth Brock,N7YEDXV6LZUS3RK3DWQC,Rockwall,Connecticut,45701,2,5,4,4,2,10,5,3272806.94,24,05,1,0,0,1,0,0,0,0,0,2,0,2020-02-14,25,J,P,6,D,21027,V,2008-08-13,2009-06-23,2017-01-03,2,W
200030006273872,20147,V,01017,1,2,Mike Carlson,163 Burke Mall,Riva Greene,TAB0ACYSNUDSM67N5T27,Coronado,Oklahoma,92334,7,6,1,3,3,28,1,4166059.35,59,05,1,1,0,1,1,0,0,0,0,1,2,2012-02-28,30,W,K,4,D,19139,P,2001-06-10,2007-07-04,2018-03-13,1,Z
200230001154763,06075,S,05135,3,3,Domenica Guy,277 Vassar Court,Keesha Dillard,36ME3ABY4MQK4IUZX9VX,St. Joseph,Indiana,72417,6,5,2,2,4,28,7,896753.9,30,02,0,1,1,1,0,1,1,0,1,0,0,2012-11-03,81,H,A,3,C,21167,L,2011-03-04,2007-01-01,2020-03-30,2,T
201610004083078,21129,U,21069,3,2,Leland Howell,1170 General Kennedy Crossing,Jarrod Mclaughlin,GBS6TLOF4GPVH2WASASC,San Luis Obispo,Utah,83374,6,6,4,5,3,14,2,3907476.45,69,03,1,1,0,0,0,0,0,2,2,2,0,2014-01-18,05,W,M,8,S,19127,T,2014-11-29,2019-11-13,2015-05-17,0,N
