RCRD-TYP,FD-CDE-2,ST-OFC-MAILG,CTY-OFC-MAILG,DST-OFC-MAILG,ST-CDE-OBLR,CTY-CDE-OBLR,ID-NBR-OBLR,LN-NBR,CR-REPT-FEE-CDE,NME-OBLR,ADVNC-MULTI-AMT,DTE-CK,APROPTN-CDE,GEOG-ST-CDE,FY,FED-RESV-ROUTE-NBR,CK-DIGIT-ROUTE-NBR,TYP-BANK-ACCT,DPSTR-ACCT-NBR,ENTY-CDE,CK-CNCLTN-CDE,FNL-ADVNC-CDE,DTE-LST-RGSTR-DTL,BLK-NBR
17,47,48,73,73,48,73,42212558,20,2,7.30042E+14,301.31,111918,8,16,28,84743358,6,C,NBJTXEI28MAI3A6DP,64,62,89,30918,9842
15,47,55,57,57,55,57,59050756,93,4,5.70059E+14,-9864.77,110820,95,45,69,51951705,4,M,6UZHFGZLBOZZG8QFI,64,25,56,11620,5461
11,47,24,35,35,24,35,12193512,69,2,3.50012E+14,-727.46,62213,37,30,28,49224742,9,M,O6TZZ235RVV9HRI46,69,64,25,101819,9206
14,88,41,3,3,41,3,71453470,58,5,3.00715E+13,-660.39,90817,10,24,28,77467435,2,B,KFNO79H24SOESGRNU,70,45,28,22519,5309
12,27,5,23,23,5,23,41942481,64,2,2.30042E+14,520883.23,41620,68,29,69,99105968,7,M,LZNRMINGJCM0OI7ON,65,70,55,72118,168
14,47,13,121,121,13,121,27083763,87,7,1.21003E+15,-268.16,82216,70,29,90,32431784,6,M,LKFNDLJFHGS84I11P,15,60,88,102514,7997
19,88,29,223,223,29,223,56385531,37,0,2.23006E+15,8392.83,62023,10,38,69,28172275,6,B,1PZ884BFW5BVSD7HG,69,56,29,60117,169
17,27,47,109,109,47,109,31380802,98,6,1.09003E+15,823.11,72815,96,41,28,71313526,7,M,JDKULXDEIMN7A311E,73,57,31,110118,9086
13,68,13,181,181,13,181,79634752,33,0,1.81008E+15,806.93,22916,93,41,28,73677388,0,B,NHAOWLC4XGWVS2EIC,75,38,95,70517,9724
20,68,26,63,63,26,63,79888801,96,7,6.3008E+14,-34594.15,90314,82,23,69,51485699,0,S,8N0FTOJ9S6ENW67ZO,72,23,61,81016,5914
15,27,48,51,51,48,51,58614624,97,5,5.10059E+14,195705.34,80715,23,17,90,69219771,0,M,7OF9ZGWPPW4I7JTGC,20,82,44,31413,4141
15,68,51,119,119,51,119,50729280,98,8,1.19005E+15,-683606.73,121116,81,1,69,55014562,3,B,45VQD0MHWAMMHFKFS,73,99,25,21318,9152
10,27,29,149,149,29,149,13097392,35,6,1.49001E+15,2941.86,50918,21,19,49,69251416,0,S,JHXN99XZO0VEP4V3L,29,35,67,113022,7900
12,88,29,57,57,29,57,11061475,52,2,5.70011E+14,76557.73,61423,4,49,90,90598637,4,S,RS6LB7O90T4Q7UTQX,28,74,5,100416,793
12,47,8,97,97,8,97,11007173,79,7,9.70011E+14,77757.38,100714,87,25,69,17167872,6,C,OJ1U2BYYBVZ2JM4YA,84,75,95,20913,2504
19,68,35,33,33,35,33,91701500,12,4,3.30092E+14,-110.58,40316,90,12,49,32339096,6,M,AH7DWTCR0NUU4RQ1E,37,37,55,52221,4964
13,47,13,193,193,13,193,22577901,11,0,1.93002E+15,2966.66,112321,91,10,28,64616831,0,S,SGN3JLCEOCX9OLXT5,91,5,12,11318,2967
10,27,48,409,409,48,409,83620788,60,2,4.09008E+15,317.51,91122,67,47,90,15746351,1,S,LHCR8CPLMY5B940TC,37,18,29,121321,8960
13,27,21,149,149,21,149,37007170,12,9,1.49004E+15,377456.11,40113,87,12,69,62280105,0,M,1UEUN4ZFUP4LUUMFY,91,96,79,80417,2519
10,88,49,17,17,49,17,33606246,34,7,1.70034E+14,417945.2,81322,2,56,49,50103232,2,M,6B5CL90KCBWH5D75F,47,46,15,80721,1790
18,68,17,15,15,17,15,55073956,5,4,1.50055E+14,239383.41,60118,48,9,29,82770965,3,S,6F0SS01IAGGUYAYZW,1,6,78,111214,6432
11,88,55,137,137,55,137,75365478,86,5,1.37008E+15,4110.2,92519,91,50,49,98430233,9,B,J1P9VGRD9YIMFMKNB,49,24,64,61513,2909
16,27,22,43,43,22,43,81472487,42,7,4.30081E+14,45767.99,73122,76,37,90,33286428,6,M,81VGH79RDD23JLMAB,47,75,31,51013,6524
18,27,29,129,129,29,129,32154906,61,3,1.29003E+15,-775.2,62314,47,31,49,40505561,7,S,6EPB77BA23DFTHST2,52,62,30,42914,3784
20,88,37,63,63,37,63,25786812,50,1,6.30026E+14,375707.45,82122,45,35,29,94728533,2,C,DM489JL1RT3VP26SF,7,62,64,110217,3828
17,27,13,169,169,13,169,30709598,83,6,1.69003E+15,703.57,10318,96,44,70,76811933,3,S,QMGKFOID1SR25G4OD,4,47,66,121821,6830
12,27,39,121,121,39,121,58567057,98,3,1.21006E+15,401532.78,50620,66,36,70,69615756,9,C,XE51WXHCUKWDPX03U,5,4,68,32713,7640
17,68,36,81,81,36,81,84954240,11,0,8.10085E+14,441608.52,91617,23,10,29,69765515,1,S,VMJDW4PFNFII0RO32,10,29,77,10417,3465
17,48,21,73,73,21,73,68489368,86,1,7.30068E+14,1522.33,112814,50,20,29,71632151,6,C,7KA8TDJSFR4618KGC,9,15,18,12213,9388
19,27,47,3,3,47,3,20599868,16,9,3.00206E+13,8721.1,112515,46,29,70,82070515,4,C,GD9S0FZQYPJ0XY2IY,11,26,47,22115,1860
11,68,19,27,27,19,27,28847945,28,8,2.70029E+14,-47128.24,72321,19,48,29,80407662,9,M,8IR7TY06I58M76620,19,47,70,40615,6685
20,89,51,520,520,51,520,95068326,13,2,5.2001E+15,-8126.24,91915,25,20,49,70135779,7,M,ZPDKH96BGR85LXP09,70,44,35,21920,3058
14,27,48,79,79,48,79,65036317,86,1,7.90065E+14,532581.3,21122,63,13,49,55477833,3,S,DKJK8MYSJP3IS6APV,71,11,73,61819,6202
14,68,5,1,1,5,1,26635174,93,3,1.00266E+13,119.53,12713,74,54,70,65116015,7,B,RO9LSGG7AA6KAYP9L,22,30,31,120921,9290
12,68,55,27,27,55,27,32059663,57,0,2.70032E+14,8395.5,73020,72,47,90,62643644,3,C,E4S3KJU0UU4E8JRTX,72,44,3,110822,9615
15,68,5,71,71,5,71,16355120,35,7,7.10016E+14,3651.49,12617,63,19,90,96805213,4,M,Z1ZDX32DCA7FQSC6P,73,85,48,61413,4931
18,27,8,85,85,8,85,36270471,94,4,8.50036E+14,497.47,11521,65,48,29,14206549,2,M,Z4VIKO13KO1RNCRS3,32,54,69,110813,8204
16,48,22,55,55,22,55,57979156,81,1,5.50058E+14,572.13,60415,87,20,90,76133851,8,M,85V52CR9VLZRURBSZ,78,4,40,100622,7006
12,27,37,3,3,37,3,82050780,67,8,3.00821E+13,467832.91,22320,21,9,90,65644969,8,B,MXSWDUPLCB09OB4ZC,80,36,33,72119,9132
20,48,53,61,61,53,61,83673338,51,3,6.10084E+14,-54639.96,42714,40,37,90,39386748,9,S,2K818UL2KYYN28OCY,81,61,57,11515,9089
19,27,21,27,27,21,27,28063191,3,8,2.70028E+14,689.33,60815,70,20,90,46642318,8,B,N8BX9MAU9ZXLTRXJ2,90,69,86,43020,8692
13,89,23,9,9,23,9,44123435,95,1,9.00441E+13,962.38,82820,56,19,49,30568110,8,B,BJG605QDHIJVC7WYL,96,1,62,20915,9451
13,48,39,83,83,39,83,32193525,97,6,8.30032E+14,56196.83,122819,52,39,90,80433970,6,M,DJP7S1JL6QY7W8HMX,94,98,47,111918,6567
14,27,42,39,39,42,39,31584164,18,8,3.90032E+14,-96400.15,61819,8,36,70,80955441,0,S,30HCTREHQ7M1ZO5DW,49,83,12,72922,5384
18,27,20,87,87,20,87,71713845,35,2,8.70072E+14,-496172.45,41713,68,56,50,33009801,4,M,ZLLQ0FKJCMMY9V2VH,4,15,27,50817,9993
16,27,42,31,31,42,31,60682466,18,7,3.10061E+14,-184.59,111420,73,20,29,11026475,1,B,DINI2KX6P8N0PSP5X,59,51,11,82821,6893
11,68,13,273,273,13,273,86861668,36,4,2.73009E+15,136192.8,101714,69,25,91,22899518,2,S,EJR1K0VB2NPFHYPLL,4,54,31,52116,1338
20,27,28,25,25,28,25,65788759,40,7,2.50066E+14,-711754,50215,37,31,50,82889239,3,M,NDT4OQZAGOKVAI5RE,9,94,67,51321,5253
15,48,48,209,209,48,209,65495693,98,0,2.09007E+15,-654047.27,123013,45,6,70,87317500,8,C,4UOMZXC757KFDHA12,56,55,90,100522,3521
13,27,25,21,21,25,21,99721998,31,1,2.101E+14,65183.78,51022,56,1,50,78409703,8,B,VW3LES9LA0OU6UB9S,7,9,74,11314,5219
10,27,21,55,55,21,55,60025855,95,8,5.5006E+14,27115.98,71418,61,55,50,83238358,6,B,AE5XPD7NQUK66C6R0,14,85,10,102718,233
20,48,36,11,11,36,11,13607986,15,8,1.10014E+14,981246.86,80116,34,21,50,37335647,1,B,DJZ3SIPS9AOWE6UT1,17,8,76,33122,5422
10,68,28,83,83,28,83,76926820,90,6,8.30077E+14,-3123.45,121514,28,38,29,64624318,3,C,UOLST5OPMVWZMTZ96,71,97,88,43016,1169
15,68,37,143,143,37,143,70004323,45,3,1.43007E+15,161000.44,12214,1,32,29,95322842,8,S,UV9ZLMCIZ2O0ODL0N,73,23,69,122219,8020
13,48,36,31,31,36,31,54424280,66,2,3.10054E+14,5467.44,33016,54,25,91,50811073,4,S,NBVJBMCQZECRWRXQQ,21,32,30,102521,4172
12,48,21,75,75,21,75,30994332,43,9,7.50031E+14,5577.78,31022,72,19,29,84234734,7,S,V5PT4NUHW7TKL8TJB,77,74,81,40817,2172
14,68,55,53,53,55,53,22679615,5,6,5.30023E+14,-674.29,50823,6,6,50,58257140,0,B,XVGQKYRODFGTPO2UP,30,33,95,82713,2525
11,48,56,41,41,56,41,18927212,59,3,4.10019E+14,176973.27,80313,47,16,91,96824127,4,M,INZJPJD98H78NCT0I,27,33,35,62313,3605
11,89,17,3,3,17,3,89890752,43,8,3.00899E+13,609221.85,82414,96,50,91,19642592,4,B,1V5QBVDNSMR0DXW44,28,29,41,22116,9369
16,48,37,147,147,37,147,38194059,49,1,1.47004E+15,270.4,110920,30,30,29,64147306,9,C,MHL8CJIFHA08WK8RI,85,74,1,60618,507
11,89,13,43,43,13,43,29818671,18,8,4.3003E+14,517908.3,110315,57,28,50,43123887,1,S,VB2F136TMMPKEYIYH,40,91,82,100316,5593
11,69,40,67,67,40,67,37429086,57,6,6.70037E+14,-728.85,32816,36,30,91,31610152,2,C,C5E7FV8MABTA3YBU7,43,45,52,51716,2425
16,48,21,63,63,21,63,24700969,71,6,6.30025E+14,-4490.1,123123,79,42,91,88514189,2,B,L4PFVYFLU4EVV4IZL,47,84,20,91919,3357
17,28,19,65,65,19,65,23312616,49,7,6.50023E+14,-174313.59,60815,53,17,71,23779885,7,S,7QE9T8FQ662MWIS5Y,0,76,19,100220,936
16,28,1,125,125,1,125,17469141,51,6,1.25002E+15,7717.66,81218,97,19,30,50110154,3,M,D80UHRW344PN07OCW,4,71,24,21322,501
16,28,24,27,27,24,27,51369392,38,9,2.70051E+14,16880.88,60614,38,9,30,74198150,1,B,LLAZZDPMDV63HC8P8,10,75,76,30620,6379
13,28,27,11,11,27,11,42978268,47,8,1.10043E+14,-16989.12,41715,28,48,50,53221697,2,C,VNI05J9RB2U41VMEJ,60,10,35,71220,6255
17,28,53,31,31,53,31,82209746,32,5,3.10082E+14,93487.95,50119,91,29,71,45253343,7,B,5293AWHWG3P1Y1U7M,9,30,89,71221,7685
12,89,36,109,109,36,109,27682650,4,9,1.09003E+15,243344.35,81814,50,38,91,63727685,0,C,AIR3YDO7Q0Y8ZO3MM,61,12,49,53021,6982
20,48,18,139,139,18,139,37052078,44,6,1.39004E+15,1219.3,10513,53,54,50,36200010,6,C,0P3C9H92WBZ85QIJO,66,52,20,62615,7026
12,89,4,15,15,4,15,87654156,24,9,1.50088E+14,774.21,102118,7,22,50,68717064,0,M,V2HWPVL8HK9ZM4OJA,67,25,89,80819,7003
19,28,17,27,27,17,27,39282232,51,2,2.70039E+14,9114.86,80216,26,30,50,21481918,8,C,U5PXSK2UHQYZ9OR3D,68,90,70,121921,3775
13,69,38,69,69,38,69,10884943,23,0,6.90011E+14,-990105.84,62522,51,27,50,78093898,3,M,SII5REBP1ASM8X63U,69,87,90,70421,7576
15,89,19,109,109,19,109,21408738,69,1,1.09002E+15,1740.85,20721,6,6,71,63147907,3,B,0ETMMZIS12O2LH3UI,18,62,18,30619,7622
13,48,53,49,49,53,49,73644019,33,4,4.90074E+14,124.8,10420,9,42,71,89246290,7,S,N71LIFOL74XUDFDE6,17,10,54,91115,3329
18,69,18,37,37,18,37,62494024,92,7,3.70062E+14,5071.28,91419,3,27,91,87372228,9,S,TMXZI89NK5C2K14GH,65,93,89,122018,7410
15,89,37,43,43,37,43,52228028,25,0,4.30052E+14,8162.6,110919,24,19,91,63089321,4,C,G82P25XGIO6D5ZSZA,69,48,48,92216,7429
14,28,48,129,129,48,129,32721506,96,5,1.29003E+15,226.9,73119,74,6,91,46701047,0,S,PNA77LNSBJT2M83CD,71,71,65,93013,58
17,48,54,65,65,54,65,75051080,20,8,6.50075E+14,-70992.26,30922,53,34,30,71086920,6,M,QC7QAJXEGMGYETRBC,29,13,89,81520,1911
16,89,51,59,59,51,59,98433932,75,4,5.90098E+14,6710.95,51821,17,50,30,74298981,6,B,V6RXRSTP4BRUWUY7C,31,83,50,31013,223
18,69,21,161,161,21,161,44999401,7,7,1.61004E+15,-35769.33,61719,97,4,30,18389170,8,C,4GW9ZR03B1A2MEDKB,32,75,80,110214,5175
18,28,48,157,157,48,157,37775487,77,9,1.57004E+15,-5125.97,31213,17,25,91,28571948,4,S,ZPR391IHSQVLMLIZ5,76,10,38,50819,6727
20,28,17,17,17,17,17,72817458,60,2,1.70073E+14,5093.84,80720,30,13,30,84633626,6,C,90R8CXCNIL5WZNWMT,35,99,47,111115,8771
11,69,37,155,155,37,155,67213653,15,6,1.55007E+15,24379.57,72123,92,35,30,88778355,3,M,ZMOJWX643WVS1XLWN,36,51,46,62920,3482
14,28,47,67,67,47,67,56331842,93,4,6.70056E+14,135640.1,82523,85,26,91,49076110,5,M,UF5II27QSFY1TZ5CZ,80,97,71,110117,3006
14,28,6,113,113,6,113,47281287,65,9,1.13005E+15,866733.61,61815,61,22,50,57355951,3,M,BQW4JR4H7SLMFYPCU,85,90,75,50517,5160
14,28,21,47,47,21,47,68027254,98,6,4.70068E+14,785171.25,40516,24,50,91,97705111,7,B,ZE5Y0NIEUTUSH5A2O,83,77,15,32215,9354
15,28,42,53,53,42,53,44089839,30,8,5.30044E+14,-8115.36,100219,74,10,91,72513254,5,B,R5KCRTC5QPOLYBGL0,84,22,91,122616,551
12,28,42,77,77,42,77,58912476,88,5,7.70059E+14,3681.4,81415,75,55,30,20338253,1,B,V6ICGY2DE45M93ONC,44,58,10,73115,4377
16,69,31,83,83,31,83,30093840,49,1,8.3003E+14,-908590.9,71117,7,27,71,17075827,8,B,C3GZH26ARNS2HOMP1,42,77,36,123014,7605
18,49,46,127,127,46,127,84398420,95,1,1.27008E+15,16692.22,41517,65,55,91,66685630,0,M,3FWFD0Z8VYVXN7XGK,91,40,40,123119,109
10,28,19,89,89,19,89,68363689,27,8,8.90068E+14,998.53,92717,83,49,50,77015007,8,S,253D4PYU12D7BNMLD,96,39,32,41415,295
19,69,21,31,31,21,31,73685580,63,5,3.10074E+14,4148.1,62617,15,33,71,49828403,2,B,E4XLTPAJ8TCFHZ8RO,43,60,99,12419,7264
16,49,29,37,37,29,37,67710659,30,3,3.70068E+14,-1846.28,21616,12,33,30,68849798,7,C,ZXOWFQ3HAUFB9C8FF,50,82,81,61213,1190
17,49,32,13,13,32,13,87481737,25,0,1.30087E+14,770714.69,92822,81,27,10,76826942,9,B,B36R066IMBLHB2VST,4,4,72,101218,2508
14,69,36,83,83,36,83,36326256,97,8,8.30036E+14,446878.26,121417,8,2,10,19538164,6,M,2ZCD4VXE80B8BJFCP,5,93,20,111321,1227
18,49,20,175,175,20,175,28011490,16,6,1.75003E+15,426577.96,20322,78,25,91,47940451,6,S,1OBF6K603KH6RYXCH,99,28,57,90513,3474
15,49,42,35,35,42,35,14755012,18,5,3.50015E+14,5435.68,102720,91,44,30,31747429,1,S,7NUKPFLFPQCLGC01N,59,87,27,90814,1946
17,49,54,85,85,54,85,90277293,69,9,8.5009E+14,264028.51,11222,48,55,92,35111447,6,M,J7S0UW9I6Z6N5ZJ9B,4,84,87,82216,7888
11,28,37,29,29,37,29,93169516,80,2,2.90093E+14,477.96,112717,69,45,30,20344306,2,S,BN79993WBJ1Y3PSAV,64,81,19,53117,5750
13,28,51,530,530,51,530,71482491,11,1,5.30007E+15,7506.71,11322,26,19,30,92956107,3,C,8597CUHFQO7G6ZMR9,65,76,97,82422,3543
20,69,48,351,351,48,351,30651942,25,8,3.51003E+15,636.95,70721,82,32,71,45843337,4,S,INLPYCKKTL5BC9IVA,61,56,99,11818,1088
12,69,38,9,9,38,9,54505715,84,5,9.00545E+13,-847082.87,30721,97,20,92,37235136,2,M,MQ9Z2WLCK6YZRVLUO,9,51,69,21319,4410
19,49,42,127,127,42,127,98954031,33,1,1.2701E+15,-9111.2,31423,99,31,30,64140466,3,B,49665AUFPS0DW4FOB,67,6,31,40819,3994
14,69,2,13,13,2,13,19637079,59,6,1.3002E+14,-26379.67,11420,92,51,10,78897870,9,C,IIVJ3PX4VDFA9UQU8,23,85,33,92713,2082
13,49,29,97,97,29,97,10417563,44,8,9.7001E+14,3706.25,61518,14,4,92,86054719,0,C,9QB103YZNWIHQ7D18,16,87,96,31218,6160
16,49,41,61,61,41,61,38415688,85,3,6.10038E+14,-948.72,42517,78,55,51,79301679,2,M,VGDHWV72B907JHL8Z,21,9,19,82120,2178
15,49,39,29,29,39,29,55633920,46,5,2.90056E+14,584.5,62815,41,35,92,79618778,5,M,8IP1I505GC0YXR7RW,18,3,17,52819,5488
14,29,5,31,31,5,31,16334262,13,3,3.10016E+14,2332.38,50914,71,37,71,38845969,7,C,URN7E1PW70TE7RGBP,71,59,45,120820,6322
15,29,48,459,459,48,459,69864716,96,9,4.59007E+15,2249.33,12122,77,15,30,18150161,7,B,3J6WGLY5TJ9ZFY762,80,65,19,31714,1714
15,29,54,49,49,54,49,31713012,61,7,4.90032E+14,38977.87,22123,83,51,71,43011597,7,C,E28TGCFB8PY724GE0,77,49,11,21113,9775
10,49,30,53,53,30,53,20049298,44,9,5.3002E+14,386.88,30223,92,51,92,43750489,3,M,7MVHYHPJ5GSZTRPZ0,24,19,84,110622,7856
15,49,30,37,37,30,37,27258203,74,0,3.70027E+14,-5670.39,82814,57,30,10,30613972,7,S,SF0D2PNLW44ZGU7EE,38,11,12,80116,8243
15,49,13,173,173,13,173,97136669,14,0,1.7301E+15,8246.17,92513,39,55,51,25040290,1,B,GRLJCGND7OSYTRSB2,34,27,95,70920,7330
10,29,46,49,49,46,49,62588952,80,8,4.90063E+14,414698.8,110521,52,23,10,56073254,0,C,DYJRR5FZJX233WV1N,41,47,41,80522,2560
15,49,19,191,191,19,191,60655203,7,5,1.91006E+15,2851.83,92220,30,22,71,68964889,5,B,6EZUHPVZNPN1RV3QJ,85,6,82,42114,3574
15,49,39,139,139,39,139,66319557,25,3,1.39007E+15,81859.45,40921,3,40,10,37430712,5,S,SNAF0IXGMYU1SVFT0,45,79,15,51222,1887
18,49,31,25,25,31,25,63639206,2,8,2.50064E+14,3253.75,22823,13,37,71,35937640,5,S,VFDWF6HGTAPM95JD7,89,69,42,22222,73
12,49,18,131,131,18,131,65182205,66,8,1.31007E+15,20084.45,42418,85,13,51,33082522,7,S,BY31DWAK2AUPGN5S5,52,81,78,11715,3935
20,29,31,57,57,31,57,73503845,28,5,5.70074E+14,81344.5,70213,90,42,92,78789400,7,M,9VI95D8PBZPYAT4Z7,49,21,39,80617,8665
16,29,40,73,73,40,73,92420308,33,5,7.30092E+14,91878.71,52521,88,50,10,18302428,1,S,LVL75SXXH3028UI5T,58,33,37,90618,3998
15,29,20,1,1,20,1,45502776,46,1,1.00455E+13,-52175.69,21214,31,38,72,29802734,2,S,VC8FK3U4T6SV693CU,3,48,26,52318,6488
20,91,8,35,35,8,35,49309745,97,4,3.50049E+14,5656.5,32922,93,6,72,15921838,3,S,BD1O7IYA5HPCEDPBC,5,45,79,42221,7573
15,29,24,3,3,24,3,40930994,50,5,3.00409E+13,78299.94,52520,75,15,51,90028857,8,B,LRQOB6DDJNDK8DB2X,59,77,53,110821,5529
19,91,42,13,13,42,13,37400581,94,1,1.30037E+14,572943.42,81514,93,18,31,41528624,5,S,3E834OJDCBDA1EJYU,11,29,28,121514,9643
18,29,45,89,89,45,89,21889238,51,1,8.90022E+14,85988.78,82823,48,33,72,90193552,6,C,NFOPWKS0VB7PNRPUW,7,52,11,21813,7221
15,29,39,137,137,39,137,21543199,88,9,1.37002E+15,-75153.75,71818,95,10,92,20949447,6,C,60HBHBXMV8BL6HPFP,59,86,72,81720,1944
12,91,29,181,181,29,181,39582715,73,4,1.81004E+15,304.1,62723,33,32,72,47282119,3,S,7SBGVPAL8LN7B3ZK2,13,50,77,50318,3435
16,91,36,63,63,36,63,66796722,25,0,6.30067E+14,857.58,40817,20,4,31,62383293,4,S,I7R9JUQV783C1NTZL,18,93,86,73122,26
20,91,48,13,13,48,13,82311638,43,7,1.30082E+14,-6824.3,120113,24,34,92,70566516,0,M,LI3ABJ7K8QQ5FCWCM,63,86,28,81818,1621
16,91,12,107,107,12,107,55331585,41,5,1.07006E+15,232084.89,120916,78,37,72,14717842,6,S,PTBMQ2P8Y0HVEB1RP,18,24,82,121213,3398
20,91,28,125,125,28,125,70664923,36,6,1.25007E+15,303.14,30723,50,56,31,57242084,4,C,8PCVKTGPQGG3E3KOE,23,46,30,111413,2567
13,91,20,153,153,20,153,11064457,35,4,1.53001E+15,74362.44,52915,39,34,31,27007916,8,B,PJBPFIP8U1P1RWAM4,24,28,57,112214,5055
11,91,26,27,27,26,27,28720704,61,3,2.70029E+14,744.53,51421,41,46,31,18665059,1,S,AU8A2XAJ41HJMWX83,22,86,47,61919,9195
19,91,51,19,19,51,19,61424589,68,6,1.90061E+14,574526.21,111717,27,32,92,89734297,8,B,8LZWE7RT12CDGNBOI,70,39,62,100113,226
10,91,46,53,53,46,53,14622498,33,9,5.30015E+14,498.4,11617,38,37,10,88053270,6,M,A909PO39SK6X3JN34,79,44,52,60113,3865
18,71,13,29,29,13,29,56907123,95,0,2.90057E+14,1072.21,21723,72,19,92,11786364,7,B,P9JA1UPV8T88R87XA,72,11,17,62518,6569
14,71,55,105,105,55,105,15421321,42,0,1.05002E+15,57107.2,51514,25,23,51,12002776,0,C,9YDTBZJ44SI63L7TZ,77,95,63,71213,8430
11,91,26,85,85,26,85,63047472,11,3,8.50063E+14,-497.16,122316,81,1,10,44624353,3,B,YFTLHVKUBM3PSZVK9,82,36,45,11516,8049
10,71,29,5,5,29,5,75014463,73,1,5.0075E+13,-3121.92,111821,93,23,10,18574320,3,C,YHJN3T0I9QXXRVQAI,74,74,12,12114,5187
12,71,37,125,125,37,125,84635341,29,9,1.25008E+15,315.48,112313,86,11,92,13100586,4,C,TI660TRS8H01WAG3M,71,97,94,81316,4414
15,71,38,29,29,38,29,72143995,39,5,2.90072E+14,7917.67,10313,4,41,72,14433636,5,S,QCVLMZ83AMQTYR1HQ,30,1,61,63013,2990
16,51,42,91,91,42,91,53473563,29,7,9.10053E+14,3984.88,91322,41,23,10,25392111,7,M,RX16OB523CPHEG1UG,87,98,2,102616,8745
16,71,36,43,43,36,43,73471815,18,0,4.30073E+14,5376.5,30720,54,44,31,40148012,8,S,E389PEQE9HH7HDL0M,36,91,94,30314,3674
12,71,21,121,121,21,121,68746130,76,5,1.21007E+15,685.55,91419,41,4,31,96497844,1,B,FBJ7G3C2PABMR5RP4,37,84,11,42818,8221
15,92,18,145,145,18,145,58832389,82,4,1.45006E+15,645.58,102020,74,37,92,13180607,1,B,3USXA47E8NVQA8LPO,81,68,67,102419,1448
15,71,17,69,69,17,69,87295025,9,9,6.90087E+14,693594.52,121517,39,38,92,66232421,2,B,UT4XQ58ABNBYJYXE5,83,32,30,52018,9446
10,71,19,33,33,19,33,36447770,63,6,3.30036E+14,34254.79,80817,48,17,72,56368828,2,S,R4KI9PW2S863ETD1S,32,33,23,22117,85
20,71,47,165,165,47,165,73850509,75,3,1.65007E+15,-5953.8,112313,12,51,31,28642450,6,C,6213KYHGYNP28ICQI,35,94,32,41420,5372
18,51,17,35,35,17,35,78257755,98,7,3.50078E+14,773.62,91113,7,31,72,76705480,1,M,IU0XQCHUDEJKKYGIA,38,17,5,31213,9937
12,51,34,33,33,34,33,68235569,54,3,3.30068E+14,-4115.47,102015,52,56,92,67536993,4,B,B9N736KGDHOWEJYSI,88,47,95,40117,3525
20,51,2,185,185,2,185,51079418,80,6,1.85005E+15,6612.87,70923,46,16,51,94277323,1,S,6XIEDQV7XL9KR81T0,93,8,58,12615,2284
17,51,12,73,73,12,73,31024448,99,8,7.30031E+14,-7933.7,30213,61,27,51,93364923,6,S,B40TG31ONW0K8V3L7,92,91,37,61515,3268
19,92,6,95,95,6,95,26599534,38,3,9.50027E+14,95736.41,32223,91,2,92,20516730,8,S,FB53PMMKX2FOVK0PI,91,28,68,100913,8295
17,72,29,121,121,29,121,49912079,69,4,1.21005E+15,28527.69,81423,22,24,11,80404788,6,M,JJ3OY7CI8JADXZW3L,0,51,87,80118,2036
14,31,16,45,45,16,45,65858776,27,5,4.50066E+14,566.92,70716,8,18,31,32862650,2,S,7FHMCXJMGRQ042ANF,49,60,34,110916,5169
16,51,45,19,19,45,19,46763223,34,3,1.90047E+14,-40663.58,101917,48,56,31,43944523,7,M,JCWZPK5HP23ARAOZY,50,89,7,112421,8313
19,72,16,79,79,16,79,66988175,26,2,7.90067E+14,731048.65,103022,42,53,11,65521633,4,M,P0U8CG14R43AR87F7,3,10,41,10917,2256
16,51,13,263,263,13,263,83309798,2,5,2.63008E+15,36692.63,52519,98,24,31,65449559,7,S,XRL99DF1T5VUGJ4NV,52,74,45,12017,1203
12,92,16,37,37,16,37,48810098,51,3,3.70049E+14,3777.64,110323,54,41,72,39381264,6,C,XD3IYPRG1LRPNRRY5,48,4,69,111821,4844
20,51,24,15,15,24,15,30305345,81,1,1.5003E+14,5483.71,30518,44,53,31,82338764,9,C,9VK2D2VBZHQUJK7QI,54,76,15,40718,2150
16,92,46,51,51,46,51,51660648,60,1,5.10052E+14,-6489.74,12115,27,13,92,90518715,5,S,DKQ5I5ZBPP8QRK56D,99,74,43,10218,2638
20,51,56,17,17,56,17,50378598,42,6,1.7005E+14,76492.19,30815,89,24,31,94445828,4,S,43VPIDII4O2QIYO7S,56,12,5,121413,6968
10,51,29,201,201,29,201,98100962,8,6,2.0101E+15,52633,91321,56,47,11,19244421,4,B,ZYQWJHXBANM8VUW7L,4,52,69,120613,2492
15,92,13,301,301,13,301,92569015,64,1,3.01009E+15,3810.66,81121,93,42,72,85223896,5,C,DAS85JGQEMH2RZ5PQ,54,48,19,41517,8493
19,72,6,9,9,6,9,96222697,80,6,9.00962E+13,967.48,111720,43,31,52,22726983,7,B,NGZYF9VXM1KZ4VCBY,8,47,55,121618,2076
16,92,55,41,41,55,41,35009532,63,9,4.10035E+14,599820.41,42217,21,31,31,69637176,2,S,1890OA9T408B535NH,61,65,78,31522,4685
14,72,5,25,25,5,25,74926175,97,7,2.50075E+14,1145.8,80518,7,39,31,63415524,4,M,QI83PMHS5Z7VQSZBI,60,19,59,70220,3153
